checkpoint,step,direction,control,task,num_examples,num_prompt_clusters,mean,row_ci_low,row_ci_high,cluster_ci_low,cluster_ci_high
step_050000,50000,original_to_clone,opposite-number-shuffled,object_relative,304,299,0.03563972366483588,0.023740893327876142,0.04743385871774271,0.023812413807736327,0.04765799799235513
step_050000,50000,clone_to_original,opposite-number,object_relative,304,299,0.14964914949316727,0.13766257084513964,0.16164933207787965,0.13808055635000702,0.16200224146631256
step_050000,50000,clone_to_original,opposite-number-shuffled,object_relative,304,299,0.15389646668183177,0.1402996910245795,0.16786119483019174,0.14080623197177222,0.16777880892108374
step_065000,65000,original_to_original,opposite-number,object_relative,304,299,0.5947645573239577,0.5544081659301331,0.6358984129601403,0.5532913988845903,0.638620413178125
step_065000,65000,original_to_original,opposite-number-shuffled,object_relative,304,299,0.5881464355870297,0.5528634102720963,0.6246228526689503,0.5520151450671668,0.6246753470150105
step_065000,65000,clone_to_clone,opposite-number,object_relative,304,299,0.36650046706199646,0.3478730237405551,0.3865091172880248,0.3475661239576397,0.38573880887357304
step_065000,65000,clone_to_clone,opposite-number-shuffled,object_relative,304,299,0.3710692885674928,0.34885593009622473,0.3943833911497342,0.3489758366728797,0.39371409992716294
step_065000,65000,original_to_clone,opposite-number,object_relative,304,299,0.014946536013954565,0.0035132145803225667,0.026413318279542405,0.0034822338081314207,0.026856491448503616
step_065000,65000,original_to_clone,opposite-number-shuffled,object_relative,304,299,0.020117742450613724,0.007262274505276429,0.03327533218421434,0.007495665629967949,0.033044211518715894
step_065000,65000,clone_to_original,opposite-number,object_relative,304,299,0.20756636481536062,0.1920876598279727,0.22275675558730176,0.19229767867195072,0.22289223271829492
step_065000,65000,clone_to_original,opposite-number-shuffled,object_relative,304,299,0.20827762076729223,0.19111777167571217,0.22533829459234286,0.19156705030615223,0.2256023070230249
best,77500,original_to_original,opposite-number,object_relative,304,299,0.5464939396632346,0.5094151191805538,0.5852749838640815,0.5087786835405179,0.5870756354518077
best,77500,original_to_original,opposite-number-shuffled,object_relative,304,299,0.5401992170434249,0.5066051367866365,0.5745944871322105,0.5066950043183516,0.5747158960532853
best,77500,clone_to_clone,opposite-number,object_relative,304,299,0.39331991264694616,0.374019261488789,0.414591341897061,0.37371201326953424,0.41407235109049745
best,77500,clone_to_clone,opposite-number-shuffled,object_relative,304,299,0.40066244727686834,0.37813098148295754,0.4249129919629348,0.3783427357729664,0.4244481292833349
best,77500,original_to_clone,opposite-number,object_relative,304,299,-0.007712740647165399,-0.017952358134483034,0.0025294443494395134,-0.017901574848029223,0.002859958925486356
best,77500,original_to_clone,opposite-number-shuffled,object_relative,304,299,-0.0013216765303360788,-0.01345589435414264,0.010880847588965764,-0.013307000093912572,0.010791417300833979
best,77500,clone_to_original,opposite-number,object_relative,304,299,0.22056009738068832,0.2049275016314105,0.23602414123321833,0.20540706411746532,0.23634135798319703
best,77500,clone_to_original,opposite-number-shuffled,object_relative,304,299,0.22071398088806554,0.20404224254583056,0.23776736408472063,0.20433452937763905,0.23752861551758478
step_005000,5000,original_to_original,opposite-number,subject_relative,288,284,0.002019979887538486,0.001251662646730741,0.0027958338873253926,0.001283661069141494,0.0027638086728857757
step_005000,5000,original_to_original,opposite-number-shuffled,subject_relative,288,284,0.0032628377278645835,0.0005023226555850771,0.0059950019750330185,0.0005055691933993137,0.006049946003302987
step_005000,5000,clone_to_clone,opposite-number,subject_relative,288,284,0.027416712707943387,0.024186916111244097,0.03081230831642945,0.02417044418327736,0.030757927289389284
step_005000,5000,clone_to_clone,opposite-number-shuffled,subject_relative,288,284,0.026741342412100896,0.02001800938612885,0.033565150822202364,0.01994811821642168,0.033623955256882165
step_005000,5000,original_to_clone,opposite-number,subject_relative,288,284,-0.0013501677248213026,-0.0020385354343387817,-0.0006729207519027923,-0.002043361768900856,-0.0006608512906518243
step_005000,5000,original_to_clone,opposite-number-shuffled,subject_relative,288,284,-0.0013875729507870143,-0.004118548499213325,0.0013366549793216893,-0.0040256402522020375,0.0013005777885173927
step_005000,5000,clone_to_original,opposite-number,subject_relative,288,284,0.004500889115863376,0.003246958057085673,0.005802904441952705,0.0032418096522420954,0.005790894832051036
step_005000,5000,clone_to_original,opposite-number-shuffled,subject_relative,288,284,0.003982288969887627,0.0010125356415907542,0.006989828621347745,0.0009732752209788224,0.006934904931446123
step_015000,15000,original_to_original,opposite-number,subject_relative,288,284,0.0070788247717751395,0.005773771843976445,0.008363513441549408,0.005808289748866384,0.008412960189674731
step_015000,15000,original_to_original,opposite-number-shuffled,subject_relative,288,284,0.004772080315483941,-0.0004334785044193268,0.009906847692198222,-0.00041423032850826575,0.010023997434024991
step_015000,15000,clone_to_clone,opposite-number,subject_relative,288,284,0.31887146996127236,0.29735657394760184,0.34058385185069506,0.29757992674045275,0.34139868273503254
step_015000,15000,clone_to_clone,opposite-number-shuffled,subject_relative,288,284,0.30702453189426,0.2855429752419392,0.32887104700009023,0.2857402768050332,0.3290887461306741
step_015000,15000,original_to_clone,opposite-number,subject_relative,288,284,-0.0015675276517868042,-0.0028670090354151194,-0.0002789717581537035,-0.002874972712662485,-0.00030750868221124047
step_015000,15000,original_to_clone,opposite-number-shuffled,subject_relative,288,284,0.00021913482083214654,-0.004244279695881738,0.004725703183147642,-0.00435726969328791,0.00475317635375698
step_015000,15000,clone_to_original,opposite-number,subject_relative,288,284,0.042503090368376836,0.034093255632453495,0.05100467221604453,0.03411340606036445,0.05099435335474261
step_015000,15000,clone_to_original,opposite-number-shuffled,subject_relative,288,284,0.042228890789879694,0.03333229906857013,0.05114593398239877,0.03348580325557286,0.05081764821162966
step_030000,30000,original_to_original,opposite-number,subject_relative,288,284,0.11957319246398078,0.10917483870353963,0.13018065980739066,0.10893674574892341,0.1304885855675149
step_030000,30000,original_to_original,opposite-number-shuffled,subject_relative,288,284,0.11307713720533583,0.09593587745394971,0.13081810201207797,0.09607352481729979,0.12984767410254716
step_030000,30000,clone_to_clone,opposite-number,subject_relative,288,284,0.4565994491179784,0.4218556003438102,0.4913279501100381,0.421977549046278,0.4918725719653438
step_030000,30000,clone_to_clone,opposite-number-shuffled,subject_relative,288,284,0.44513706200652653,0.4148130235158735,0.47557058023909726,0.4152812157616471,0.47657826684353793
step_030000,30000,original_to_clone,opposite-number,subject_relative,288,284,0.030812220440970525,0.027258249703380796,0.03457900554769569,0.027256939883291243,0.03457735922278428
step_030000,30000,original_to_clone,opposite-number-shuffled,subject_relative,288,284,0.02822255425983005,0.020720904610223242,0.0356851962291532,0.020722872638912804,0.03593847607373059
step_030000,30000,clone_to_original,opposite-number,subject_relative,288,284,0.16671713689963022,0.15407151786817444,0.1793971707423528,0.15378027288146498,0.17975270634842982
step_030000,30000,clone_to_original,opposite-number-shuffled,subject_relative,288,284,0.1688077317343818,0.15318506124118964,0.18479154772228665,0.15340322018212058,0.184673068968895
step_050000,50000,original_to_original,opposite-number,subject_relative,288,284,0.5766113218333986,0.5347003638330433,0.618569141253829,0.5350072859990189,0.6192996957094123
step_050000,50000,original_to_original,opposite-number-shuffled,subject_relative,288,284,0.5559675660398271,0.5186385376999776,0.5952355402625269,0.5182339845388462,0.5945873359992879
step_050000,50000,clone_to_clone,opposite-number,subject_relative,288,284,0.38376349045170677,0.3518162089917395,0.4162456425941653,0.35234836469642755,0.4168371463209633
step_050000,50000,clone_to_clone,opposite-number-shuffled,subject_relative,288,284,0.3553500258260303,0.3303504824638367,0.3805081897725662,0.33076281634469823,0.3809179433668502
step_050000,50000,original_to_clone,opposite-number,subject_relative,288,284,0.06986973186333974,0.05735603359838327,0.08283138279285696,0.05790662874752152,0.082609061931713
step_050000,50000,original_to_clone,opposite-number-shuffled,subject_relative,288,284,0.06826464169555241,0.053845207310385175,0.08295851912763384,0.053899753371166904,0.08313743672405063
step_050000,50000,clone_to_original,opposite-number,subject_relative,288,284,0.18084501723448435,0.16607113203240767,0.1958542904920048,0.16617393611248543,0.19610962466233306
step_050000,50000,clone_to_original,opposite-number-shuffled,subject_relative,288,284,0.1806350184811486,0.16428134731120533,0.19721192349162367,0.16471849642564196,0.1973366759216701
step_065000,65000,original_to_original,opposite-number,subject_relative,288,284,0.787028431892395,0.7296863623791271,0.8449150438937876,0.7287966018261975,0.8460742670276854
step_065000,65000,original_to_original,opposite-number-shuffled,subject_relative,288,284,0.7680051575104395,0.7172381485915846,0.8205905627873209,0.7169938268484569,0.8214775692486885
step_065000,65000,clone_to_clone,opposite-number,subject_relative,288,284,0.4880892170800103,0.4530771835810608,0.5228891969141033,0.45338446592088777,0.5239233420352742
step_065000,65000,clone_to_clone,opposite-number-shuffled,subject_relative,288,284,0.47396407855881584,0.4446769733395841,0.5031184744917685,0.4454525652572249,0.5035550686606444
step_065000,65000,original_to_clone,opposite-number,subject_relative,288,284,0.05983104474014706,0.04617486517462465,0.07387272934946748,0.04619593967617762,0.07369463492640076
step_065000,65000,original_to_clone,opposite-number-shuffled,subject_relative,288,284,0.05963118043210772,0.04390360518462128,0.07542245404587851,0.04397247571094925,0.07550368443388361
step_065000,65000,clone_to_original,opposite-number,subject_relative,288,284,0.24790384703212315,0.22981646408637366,0.2664177869757017,0.2293295515358111,0.2663013156869432
step_065000,65000,clone_to_original,opposite-number-shuffled,subject_relative,288,284,0.2426974806520674,0.22408858574926854,0.2617940798401832,0.2241859293611426,0.2615605204684016
best,77500,original_to_original,opposite-number,subject_relative,288,284,0.7610124581389957,0.7091655736168225,0.8124449909147289,0.7086198418897247,0.8142450387915537
best,77500,original_to_original,opposite-number-shuffled,subject_relative,288,284,0.7412026027838389,0.6937359097517198,0.7911338308619128,0.6930386832190885,0.7906637756604854
best,77500,clone_to_clone,opposite-number,subject_relative,288,284,0.499870369831721,0.4622387268063095,0.5384618152760797,0.46234408895313117,0.5389993414252436
best,77500,clone_to_clone,opposite-number-shuffled,subject_relative,288,284,0.48080803288353813,0.4480342265632417,0.5144055356582006,0.44905911424247946,0.5141251184306779
best,77500,original_to_clone,opposite-number,subject_relative,288,284,0.029194585151142545,0.016652792940537137,0.04160142611298295,0.016811162257752223,0.04179768579880645
best,77500,original_to_clone,opposite-number-shuffled,subject_relative,288,284,0.030214241809315152,0.015620363752047221,0.04499822983311282,0.015453531874237127,0.04513766193562973
best,77500,clone_to_original,opposite-number,subject_relative,288,284,0.24729587799972957,0.23026694961720043,0.26537433659864795,0.23016514034540045,0.26484364568726837
best,77500,clone_to_original,opposite-number-shuffled,subject_relative,288,284,0.24673599667019314,0.22738445525368056,0.2662006913373868,0.22772328931933794,0.26627729637675907
