checkpoint,step,direction,layer,head,mean
step_030000,30000,original_to_clone,11,2,0.0007915545154262234
step_030000,30000,original_to_clone,11,3,8.065850885064752e-05
step_030000,30000,original_to_clone,11,4,-0.014318951615342149
step_030000,30000,original_to_clone,11,5,-0.0066059774106687254
step_030000,30000,original_to_clone,11,6,-0.005512328298242243
step_030000,30000,original_to_clone,11,7,-0.0023825850572671975
step_030000,30000,clone_to_original,0,0,-0.002324304602167628
step_030000,30000,clone_to_original,0,1,0.0009947327880172041
step_030000,30000,clone_to_original,0,2,0.0047973099055590935
step_030000,30000,clone_to_original,0,3,-3.708643956227346e-05
step_030000,30000,clone_to_original,0,4,0.008360841789761105
step_030000,30000,clone_to_original,0,5,0.0017618622865762797
step_030000,30000,clone_to_original,0,6,0.0013307767945366937
step_030000,30000,clone_to_original,0,7,-0.0009041058050619589
step_030000,30000,clone_to_original,1,0,0.0004505004968729105
step_030000,30000,clone_to_original,1,1,-0.0012879403861793311
step_030000,30000,clone_to_original,1,2,-0.0005108037510433713
step_030000,30000,clone_to_original,1,3,-0.00020882890031144425
step_030000,30000,clone_to_original,1,4,-0.0009127715686420063
step_030000,30000,clone_to_original,1,5,-0.00011847362861976967
step_030000,30000,clone_to_original,1,6,0.0004238727930429819
step_030000,30000,clone_to_original,1,7,0.0001998307468654873
step_030000,30000,clone_to_original,2,0,0.0013367114840327082
step_030000,30000,clone_to_original,2,1,0.00011026912981325442
step_030000,30000,clone_to_original,2,2,0.002324400184390781
step_030000,30000,clone_to_original,2,3,0.00046148171295990815
step_030000,30000,clone_to_original,2,4,0.00019607511726585594
step_030000,30000,clone_to_original,2,5,0.0005723560178602064
step_030000,30000,clone_to_original,2,6,0.0004020612519066613
step_030000,30000,clone_to_original,2,7,9.967453844912418e-05
step_030000,30000,clone_to_original,3,0,0.001480720601640306
step_030000,30000,clone_to_original,3,1,4.385988991539757e-05
step_030000,30000,clone_to_original,3,2,0.0009418478957167617
step_030000,30000,clone_to_original,3,3,-0.0016613565049729906
step_030000,30000,clone_to_original,3,4,0.0017280111441741119
step_030000,30000,clone_to_original,3,5,0.0006916603526553592
step_030000,30000,clone_to_original,3,6,-0.0025117220105351627
step_030000,30000,clone_to_original,3,7,-0.0021995472478436996
step_030000,30000,clone_to_original,4,0,-0.0012525357641615309
step_030000,30000,clone_to_original,4,1,0.004970300841975857
step_030000,30000,clone_to_original,4,2,-0.0007122534889358658
step_030000,30000,clone_to_original,4,3,-0.0035040228216497746
step_030000,30000,clone_to_original,4,4,-0.0010737169970263232
step_030000,30000,clone_to_original,4,5,0.0013561254149084693
step_030000,30000,clone_to_original,4,6,0.0030822098792136253
step_030000,30000,clone_to_original,4,7,0.0006098736513842334
step_030000,30000,clone_to_original,5,0,-0.001996047324962444
step_030000,30000,clone_to_original,5,1,-0.0028637325441515124
step_030000,30000,clone_to_original,5,2,0.007437658739519549
step_030000,30000,clone_to_original,5,3,0.008808745457245424
step_030000,30000,clone_to_original,5,4,-0.0018356259878691253
step_030000,30000,clone_to_original,5,5,-0.00208175397134042
step_030000,30000,clone_to_original,5,6,-0.0026188524993690284
step_030000,30000,clone_to_original,5,7,0.008718225333067748
step_030000,30000,clone_to_original,6,0,0.00118011880565334
step_030000,30000,clone_to_original,6,1,-0.004398421124295071
step_030000,30000,clone_to_original,6,2,0.0004199184812940993
step_030000,30000,clone_to_original,6,3,-0.002573652310414357
step_030000,30000,clone_to_original,6,4,-0.0069565644135346286
step_030000,30000,clone_to_original,6,5,0.016591444208815292
step_030000,30000,clone_to_original,6,6,0.005616632667747703
step_030000,30000,clone_to_original,6,7,0.0005094253265105926
step_030000,30000,clone_to_original,7,0,0.001915298603676461
step_030000,30000,clone_to_original,7,1,-0.01161519310495875
step_030000,30000,clone_to_original,7,2,-0.0004876196921408713
step_030000,30000,clone_to_original,7,3,0.0072259962021767555
step_030000,30000,clone_to_original,7,4,0.00357368346807119
step_030000,30000,clone_to_original,7,5,0.005347538101780522
step_030000,30000,clone_to_original,7,6,0.004059489782866057
step_030000,30000,clone_to_original,7,7,0.016632838292164845
step_030000,30000,clone_to_original,8,0,0.001049536842483658
step_030000,30000,clone_to_original,8,1,0.001607405172811972
step_030000,30000,clone_to_original,8,2,-0.008788901406365473
step_030000,30000,clone_to_original,8,3,0.15659298875310398
step_030000,30000,clone_to_original,8,4,0.0009835706100807533
step_030000,30000,clone_to_original,8,5,-0.008326122352668832
step_030000,30000,clone_to_original,8,6,-0.0007800728351146252
step_030000,30000,clone_to_original,8,7,-0.0038972035184636844
step_030000,30000,clone_to_original,9,0,0.005444812345075178
step_030000,30000,clone_to_original,9,1,-0.001531843666557793
step_030000,30000,clone_to_original,9,2,-0.008962892197273873
step_030000,30000,clone_to_original,9,3,-0.005228269744563747
step_030000,30000,clone_to_original,9,4,-0.00347769528895885
step_030000,30000,clone_to_original,9,5,-0.0028259007780401554
step_030000,30000,clone_to_original,9,6,0.00599543199882851
step_030000,30000,clone_to_original,9,7,-0.000907967219481597
step_030000,30000,clone_to_original,10,0,-0.0018500669582470044
step_030000,30000,clone_to_original,10,1,0.03532335350105354
step_030000,30000,clone_to_original,10,2,0.009294006738576803
step_030000,30000,clone_to_original,10,3,-0.008327687645817662
step_030000,30000,clone_to_original,10,4,6.920314049935555e-05
step_030000,30000,clone_to_original,10,5,-0.0030944594391831407
step_030000,30000,clone_to_original,10,6,-0.0035358382774902893
step_030000,30000,clone_to_original,10,7,-0.005239762164450981
step_030000,30000,clone_to_original,11,0,-0.004570039005966874
step_030000,30000,clone_to_original,11,1,0.0008093548250627948
step_030000,30000,clone_to_original,11,2,0.00017927144024823164
step_030000,30000,clone_to_original,11,3,-0.008618657653396195
step_030000,30000,clone_to_original,11,4,-0.005012653432450853
step_030000,30000,clone_to_original,11,5,-0.0001368764284494761
step_030000,30000,clone_to_original,11,6,0.004191420099756739
step_030000,30000,clone_to_original,11,7,0.005256202306833353
step_050000,50000,original_to_clone,0,0,-0.0008962396028879526
step_050000,50000,original_to_clone,0,1,0.0003473957379659017
step_050000,50000,original_to_clone,0,2,-0.001649922615772969
step_050000,50000,original_to_clone,0,3,-0.00038439411300796646
step_050000,50000,original_to_clone,0,4,-0.0015095993205233736
step_050000,50000,original_to_clone,0,5,-0.00010233902716421867
step_050000,50000,original_to_clone,0,6,-0.0007166787310763522
step_050000,50000,original_to_clone,0,7,4.493706935160869e-05
step_050000,50000,original_to_clone,1,0,-0.00044328028017336183
step_050000,50000,original_to_clone,1,1,0.0011178588008021449
step_050000,50000,original_to_clone,1,2,8.287730517688098e-05
step_050000,50000,original_to_clone,1,3,-0.00036487063846072634
step_050000,50000,original_to_clone,1,4,0.001518083585275186
step_050000,50000,original_to_clone,1,5,0.0004786698667852728
step_050000,50000,original_to_clone,1,6,-0.0015347240207431554
step_050000,50000,original_to_clone,1,7,5.4588725974967885e-05
step_050000,50000,original_to_clone,2,0,-0.0014983963321995091
step_050000,50000,original_to_clone,2,1,-0.0001777850829803192
step_050000,50000,original_to_clone,2,2,-0.0015689821930618974
step_050000,50000,original_to_clone,2,3,-0.00010346077583931588
step_050000,50000,original_to_clone,2,4,0.00022676721349492804
step_050000,50000,original_to_clone,2,5,-0.00034485260645548504
step_050000,50000,original_to_clone,2,6,-0.0008577392981933044
step_050000,50000,original_to_clone,2,7,0.0002451028909769144
step_050000,50000,original_to_clone,3,0,0.0025606316489142343
step_050000,50000,original_to_clone,3,1,-0.0017548987457344123
step_050000,50000,original_to_clone,3,2,-0.0009096409823443439
step_050000,50000,original_to_clone,3,3,-0.0021485492989823623
step_050000,50000,original_to_clone,3,4,-0.0012582567361024049
step_050000,50000,original_to_clone,3,5,-0.000262743717915303
step_050000,50000,original_to_clone,3,6,-0.0025154115917446376
step_050000,50000,original_to_clone,3,7,-0.0017517869536941115
step_050000,50000,original_to_clone,4,0,0.0012805961273811958
step_050000,50000,original_to_clone,4,1,-0.0012768512373571997
step_050000,50000,original_to_clone,4,2,-3.611021213703327e-05
step_050000,50000,original_to_clone,4,3,-0.0005155511804529138
step_050000,50000,original_to_clone,4,4,0.0014499103700792468
step_050000,50000,original_to_clone,4,5,0.00023797557160661027
step_050000,50000,original_to_clone,4,6,-0.0039044382335903407
step_050000,50000,original_to_clone,4,7,0.0014547168671547829
step_050000,50000,original_to_clone,5,0,-0.0016451612249151007
step_050000,50000,original_to_clone,5,1,0.0042076207496024465
step_050000,50000,original_to_clone,5,2,0.005744985631994299
step_050000,50000,original_to_clone,5,3,-0.001777348754642246
step_050000,50000,original_to_clone,5,4,0.0021494589410386645
step_050000,50000,original_to_clone,5,5,-0.00244768729081025
step_050000,50000,original_to_clone,5,6,0.0007425181500546567
step_050000,50000,original_to_clone,5,7,0.00806937024400041
step_050000,50000,original_to_clone,6,0,-0.005231366501198159
step_050000,50000,original_to_clone,6,1,0.0017006735543946962
step_050000,50000,original_to_clone,6,2,-0.0004121129577224319
step_050000,50000,original_to_clone,6,3,0.005165563510344909
step_050000,50000,original_to_clone,6,4,0.0016765283034728454
step_050000,50000,original_to_clone,6,5,0.0002815653611947824
step_050000,50000,original_to_clone,6,6,-0.01112295271040083
step_050000,50000,original_to_clone,6,7,-0.000445954434506528
step_050000,50000,original_to_clone,7,0,0.0005746188464465442
step_050000,50000,original_to_clone,7,1,-0.003204085805394628
step_050000,50000,original_to_clone,7,2,0.011748911024213911
step_050000,50000,original_to_clone,7,3,0.0009681679107047416
step_050000,50000,original_to_clone,7,4,-0.0058975294903591945
step_050000,50000,original_to_clone,7,5,0.005153148560910611
step_050000,50000,original_to_clone,7,6,0.005475787966101019
step_050000,50000,original_to_clone,7,7,-7.960603043839738e-05
step_050000,50000,original_to_clone,8,0,0.028140259755624307
step_050000,50000,original_to_clone,8,1,-0.0018688021479426203
step_050000,50000,original_to_clone,8,2,0.03193825912905169
step_050000,50000,original_to_clone,8,3,0.07763885431461506
step_050000,50000,original_to_clone,8,4,-0.002706763980624912
step_050000,50000,original_to_clone,8,5,-0.0019216097152984894
step_050000,50000,original_to_clone,8,6,-0.0016882269232122748
step_050000,50000,original_to_clone,8,7,-0.0067880400666245466
step_050000,50000,original_to_clone,9,0,0.019735682655025174
step_050000,50000,original_to_clone,9,1,-0.013577745304451333
step_050000,50000,original_to_clone,9,2,0.0022361101330937564
step_050000,50000,original_to_clone,9,3,0.0026666854952906703
step_050000,50000,original_to_clone,9,4,-0.0009862340248382843
step_050000,50000,original_to_clone,9,5,0.00033887173678423906
step_050000,50000,original_to_clone,9,6,-0.00566245682604678
step_050000,50000,original_to_clone,9,7,-3.057234996073955e-05
step_050000,50000,original_to_clone,10,0,-0.00865941487991058
step_050000,50000,original_to_clone,10,1,0.0013321374987696742
step_050000,50000,original_to_clone,10,2,0.010742398532661231
step_050000,50000,original_to_clone,10,3,-0.0006293031546446655
step_050000,50000,original_to_clone,10,4,-0.0039688123239053266
step_050000,50000,original_to_clone,10,5,-0.0009571947492994704
step_050000,50000,original_to_clone,10,6,0.007802896671466999
step_050000,50000,original_to_clone,10,7,-0.0009212676469270173
step_050000,50000,original_to_clone,11,0,0.00723010355287844
step_050000,50000,original_to_clone,11,1,-0.0012254838470940118
step_050000,50000,original_to_clone,11,2,-0.002469734028652982
step_050000,50000,original_to_clone,11,3,0.00034516620206403304
step_050000,50000,original_to_clone,11,4,-0.006701426463084178
step_050000,50000,original_to_clone,11,5,6.810072306040172e-05
step_050000,50000,original_to_clone,11,6,-0.0073245522138234735
step_050000,50000,original_to_clone,11,7,-0.006507434823491552
step_050000,50000,clone_to_original,0,0,-0.0017031629880269368
step_050000,50000,clone_to_original,0,1,-9.80695088704427e-05
step_050000,50000,clone_to_original,0,2,0.0004939270449114276
step_050000,50000,clone_to_original,0,3,-0.0010891411755536054
step_050000,50000,clone_to_original,0,4,0.0032850616687052957
step_050000,50000,clone_to_original,0,5,0.0009323095416163539
step_050000,50000,clone_to_original,0,6,-0.0017176265115136499
step_050000,50000,clone_to_original,0,7,-0.0002857049306233724
step_050000,50000,clone_to_original,1,0,0.0023219682074881887
step_050000,50000,clone_to_original,1,1,0.000682503790468783
step_050000,50000,clone_to_original,1,2,0.00047134977203231674
step_050000,50000,clone_to_original,1,3,-0.00012886792689830332
step_050000,50000,clone_to_original,1,4,0.0008325259964745324
step_050000,50000,clone_to_original,1,5,-0.00037833001162554766
step_050000,50000,clone_to_original,1,6,0.0010473679851841283
step_050000,50000,clone_to_original,1,7,0.0003426010544235642
step_050000,50000,clone_to_original,2,0,0.0012874984526419426
step_050000,50000,clone_to_original,2,1,0.0012072593242198498
step_050000,50000,clone_to_original,2,2,0.0012843018179541235
step_050000,50000,clone_to_original,2,3,0.0002022557430439167
step_050000,50000,clone_to_original,2,4,0.00018028203431550446
step_050000,50000,clone_to_original,2,5,0.00028758167146562455
step_050000,50000,clone_to_original,2,6,0.0011629435393187377
step_050000,50000,clone_to_original,2,7,-0.0006823947837760856
step_050000,50000,clone_to_original,3,0,0.002303627160218385
step_050000,50000,clone_to_original,3,1,0.00030137558241148253
step_050000,50000,clone_to_original,3,2,0.0005150152756287171
step_050000,50000,clone_to_original,3,3,-0.0007339780395095413
step_050000,50000,clone_to_original,3,4,0.0013078918328156342
step_050000,50000,clone_to_original,3,5,0.0004460961969049127
step_050000,50000,clone_to_original,3,6,-0.0024280548095703125
step_050000,50000,clone_to_original,3,7,-0.002347084853026244
step_050000,50000,clone_to_original,4,0,0.001738984305579383
step_050000,50000,clone_to_original,4,1,0.006243691788063393
step_050000,50000,clone_to_original,4,2,0.0010742480690414842
step_050000,50000,clone_to_original,4,3,-0.0002899223619753176
step_050000,50000,clone_to_original,4,4,0.000143966159305057
step_050000,50000,clone_to_original,4,5,0.002161893758687887
step_050000,50000,clone_to_original,4,6,-0.00052791994971198
step_050000,50000,clone_to_original,4,7,-4.04382611180211e-05
step_050000,50000,clone_to_original,5,0,0.0006071769439422333
step_050000,50000,clone_to_original,5,1,-0.002483170311730187
step_050000,50000,clone_to_original,5,2,0.00819105930156536
step_050000,50000,clone_to_original,5,3,0.006629902500290054
step_050000,50000,clone_to_original,5,4,-0.0015163357193405565
step_050000,50000,clone_to_original,5,5,-0.0035886254396524514
step_050000,50000,clone_to_original,5,6,0.00234424047641926
step_050000,50000,clone_to_original,5,7,0.0036453647656483693
step_050000,50000,clone_to_original,6,0,0.0021103416477237734
step_050000,50000,clone_to_original,6,1,0.0012560706954818587
step_050000,50000,clone_to_original,6,2,-0.002464305710148167
step_050000,50000,clone_to_original,6,3,0.00035879203865120006
step_050000,50000,clone_to_original,6,4,0.0007081670804066701
step_050000,50000,clone_to_original,6,5,0.014714412861042194
step_050000,50000,clone_to_original,6,6,0.003881747121209497
step_050000,50000,clone_to_original,6,7,0.0002148167507068531
step_050000,50000,clone_to_original,7,0,0.003608097364236643
step_050000,50000,clone_to_original,7,1,-0.012222966095348736
step_050000,50000,clone_to_original,7,2,-5.0183352049406585e-05
step_050000,50000,clone_to_original,7,3,0.00593104126217129
step_050000,50000,clone_to_original,7,4,0.011181358818535332
step_050000,50000,clone_to_original,7,5,0.005082718960873716
step_050000,50000,clone_to_original,7,6,0.002075242566632795
step_050000,50000,clone_to_original,7,7,0.005027245830845188
step_050000,50000,clone_to_original,8,0,0.0040517363462362205
step_050000,50000,clone_to_original,8,1,0.00043762535662264436
step_050000,50000,clone_to_original,8,2,-0.0011330305993019997
step_050000,50000,clone_to_original,8,3,0.17383532158963316
step_050000,50000,clone_to_original,8,4,0.0006726314355661203
step_050000,50000,clone_to_original,8,5,-0.009728200800784
step_050000,50000,clone_to_original,8,6,0.0014743804931640625
step_050000,50000,clone_to_original,8,7,-0.0016529194943539732
step_050000,50000,clone_to_original,9,0,0.021688365721487784
step_050000,50000,clone_to_original,9,1,-0.0009374344671094739
step_050000,50000,clone_to_original,9,2,0.0020729797380464573
step_050000,50000,clone_to_original,9,3,-0.002431245537491532
step_050000,50000,clone_to_original,9,4,0.00037459532419840497
step_050000,50000,clone_to_original,9,5,-0.0007394111908233917
step_050000,50000,clone_to_original,9,6,-0.0009553513011416873
step_050000,50000,clone_to_original,9,7,-0.000844091982454867
step_050000,50000,clone_to_original,10,0,-0.007146969571843877
step_050000,50000,clone_to_original,10,1,0.052014395460352164
step_050000,50000,clone_to_original,10,2,0.0017558008700877697
step_050000,50000,clone_to_original,10,3,0.007709765219473624
step_050000,50000,clone_to_original,10,4,0.0011888135660876025
step_050000,50000,clone_to_original,10,5,-0.0026311718665801725
step_050000,50000,clone_to_original,10,6,0.0062950828053929785
step_050000,50000,clone_to_original,10,7,-0.0006790102065146506
step_050000,50000,clone_to_original,11,0,-3.7054220835367836e-05
step_050000,50000,clone_to_original,11,1,0.002739494985288328
step_050000,50000,clone_to_original,11,2,0.0016072897223738936
step_050000,50000,clone_to_original,11,3,-0.009172362787229521
step_050000,50000,clone_to_original,11,4,-0.0030444312740016627
step_050000,50000,clone_to_original,11,5,-0.0022364779635592625
step_050000,50000,clone_to_original,11,6,0.0004986159436337583
step_050000,50000,clone_to_original,11,7,0.004859747113408269
step_065000,65000,original_to_clone,0,0,0.0010528172458614314
step_065000,65000,original_to_clone,0,1,0.00078339941866763
step_065000,65000,original_to_clone,0,2,-0.0022143920262654624
step_065000,65000,original_to_clone,0,3,4.4757718438500753e-05
step_065000,65000,original_to_clone,0,4,-0.002153091065518491
step_065000,65000,original_to_clone,0,5,-0.00028468735583193666
step_065000,65000,original_to_clone,0,6,-0.0008921005704381445
step_065000,65000,original_to_clone,0,7,-0.0005593954979836404
step_065000,65000,original_to_clone,1,0,-0.0001650887566643792
step_065000,65000,original_to_clone,1,1,-0.0002489718230994972
step_065000,65000,original_to_clone,1,2,0.0001554430068076194
step_065000,65000,original_to_clone,1,3,1.8191230189692868e-05
step_065000,65000,original_to_clone,1,4,0.00038266557830948013
step_065000,65000,original_to_clone,1,5,0.0003188236339672192
step_065000,65000,original_to_clone,1,6,-0.0024020172454215383
step_065000,65000,original_to_clone,1,7,0.0001616961247212178
step_065000,65000,original_to_clone,2,0,-0.0018960914096316777
step_065000,65000,original_to_clone,2,1,-0.00019691011927149316
step_065000,65000,original_to_clone,2,2,-0.0008623170423078107
step_065000,65000,original_to_clone,2,3,-0.00024110132509523683
step_065000,65000,original_to_clone,2,4,0.00029126427195093655
step_065000,65000,original_to_clone,2,5,-6.325502653379699e-05
step_065000,65000,original_to_clone,2,6,-0.001754433722109408
step_065000,65000,original_to_clone,2,7,0.000638400649165248
step_065000,65000,original_to_clone,3,0,0.0029429680592304953
step_065000,65000,original_to_clone,3,1,-0.0005431019508086883
step_065000,65000,original_to_clone,3,2,-0.0007627251985910776
step_065000,65000,original_to_clone,3,3,-0.0033793841396366152
step_065000,65000,original_to_clone,3,4,-0.0005654445639601699
step_065000,65000,original_to_clone,3,5,-0.00013331196329615137
step_065000,65000,original_to_clone,3,6,-0.0030134390066335866
step_065000,65000,original_to_clone,3,7,-0.0025757008844667726
step_065000,65000,original_to_clone,4,0,0.002387611178664474
step_065000,65000,original_to_clone,4,1,-0.0028611094028026134
step_065000,65000,original_to_clone,4,2,-0.00010798052624539212
step_065000,65000,original_to_clone,4,3,-0.0009030490308194547
step_065000,65000,original_to_clone,4,4,0.0015532562324592658
step_065000,65000,original_to_clone,4,5,0.0006304726944313393
step_065000,65000,original_to_clone,4,6,-0.004094270972518233
step_065000,65000,original_to_clone,4,7,-0.00012265239749942815
step_065000,65000,original_to_clone,5,0,-0.0009882444733971948
step_065000,65000,original_to_clone,5,1,0.002658476700653901
step_065000,65000,original_to_clone,5,2,0.008468421729835304
step_065000,65000,original_to_clone,5,3,-0.0010646087629301055
step_065000,65000,original_to_clone,5,4,-0.001643941746101723
step_065000,65000,original_to_clone,5,5,-0.0025810508040694504
step_065000,65000,original_to_clone,5,6,0.003707997970752888
step_065000,65000,original_to_clone,5,7,0.006763812657949087
step_065000,65000,original_to_clone,6,0,-0.0045263219524074244
step_065000,65000,original_to_clone,6,1,-0.0050641486236641
step_065000,65000,original_to_clone,6,2,-0.0005620626715926437
step_065000,65000,original_to_clone,6,3,0.002782970398395985
step_065000,65000,original_to_clone,6,4,0.0005282013265936224
step_065000,65000,original_to_clone,6,5,0.0008257316039489196
step_065000,65000,original_to_clone,6,6,-0.012732820467905956
step_065000,65000,original_to_clone,6,7,-0.0006255287307876724
step_065000,65000,original_to_clone,7,0,-0.0005916120769741299
step_065000,65000,original_to_clone,7,1,-0.005573224376987766
step_065000,65000,original_to_clone,7,2,0.007045167523461419
step_065000,65000,original_to_clone,7,3,0.004196638459557886
step_065000,65000,original_to_clone,7,4,0.0040140490274171575
step_065000,65000,original_to_clone,7,5,0.007729957769582937
step_065000,65000,original_to_clone,7,6,0.00705549684730736
step_065000,65000,original_to_clone,7,7,-0.0005495816737681896
step_065000,65000,original_to_clone,8,0,0.03331523972588617
step_065000,65000,original_to_clone,8,1,-0.003099140283223745
step_065000,65000,original_to_clone,8,2,0.00837869526029707
step_065000,65000,original_to_clone,8,3,0.06027911804817818
step_065000,65000,original_to_clone,8,4,-0.0016068751747543748
step_065000,65000,original_to_clone,8,5,-0.006673030488125913
step_065000,65000,original_to_clone,8,6,-0.004033456514547537
step_065000,65000,original_to_clone,8,7,-0.002800111298088555
step_065000,65000,original_to_clone,9,0,0.02284762666032121
step_065000,65000,original_to_clone,9,1,-0.024858231480057176
step_065000,65000,original_to_clone,9,2,0.00512439979089273
step_065000,65000,original_to_clone,9,3,0.001723694371747541
step_065000,65000,original_to_clone,9,4,-0.008252707150605347
step_065000,65000,original_to_clone,9,5,-0.0009390185545156668
step_065000,65000,original_to_clone,9,6,-0.011257824060079214
step_065000,65000,original_to_clone,9,7,-0.0006668256209777282
step_065000,65000,original_to_clone,10,0,-1.8814125576534787e-05
step_065000,65000,original_to_clone,10,1,-0.001582924310151521
step_065000,65000,original_to_clone,10,2,0.012171025211746627
step_065000,65000,original_to_clone,10,3,-0.002978386642696621
step_065000,65000,original_to_clone,10,4,-0.0030804604023426502
step_065000,65000,original_to_clone,10,5,0.0020024105235263035
step_065000,65000,original_to_clone,10,6,0.0013159916207597063
step_065000,65000,original_to_clone,10,7,3.1204373986871394e-05
step_065000,65000,original_to_clone,11,0,0.00852011184434633
step_065000,65000,original_to_clone,11,1,-0.0027142317445428524
step_065000,65000,original_to_clone,11,2,-0.0014974099021774153
step_065000,65000,original_to_clone,11,3,-0.0030376599715636657
step_065000,65000,original_to_clone,11,4,-0.015704756384497292
step_065000,65000,original_to_clone,11,5,0.0035223150038504385
step_065000,65000,original_to_clone,11,6,-0.006512350327259785
step_065000,65000,original_to_clone,11,7,-0.007050564697196892
step_065000,65000,clone_to_original,0,0,-0.00275801538347124
step_065000,65000,clone_to_original,0,1,-0.0011136043179142583
step_065000,65000,clone_to_original,0,2,0.004849775417430981
step_065000,65000,clone_to_original,0,3,-0.0010162973189139152
step_065000,65000,clone_to_original,0,4,0.002956764655070262
step_065000,65000,clone_to_original,0,5,0.00043172288585353543
step_065000,65000,clone_to_original,0,6,-0.0020497205021145107
step_065000,65000,clone_to_original,0,7,0.0017973458444749987
step_065000,65000,clone_to_original,1,0,0.002289913796089791
step_065000,65000,clone_to_original,1,1,6.561343734328811e-05
step_065000,65000,clone_to_original,1,2,-0.0005878526885230262
step_065000,65000,clone_to_original,1,3,-0.0001474495406623359
step_065000,65000,clone_to_original,1,4,-0.0004417461317938727
step_065000,65000,clone_to_original,1,5,0.00017971068889171152
step_065000,65000,clone_to_original,1,6,0.00022265127113273552
step_065000,65000,clone_to_original,1,7,-0.0001899046940846486
step_065000,65000,clone_to_original,2,0,-0.00010955978084254909
step_065000,65000,clone_to_original,2,1,0.0012752864811871503
step_065000,65000,clone_to_original,2,2,0.0011000993015529872
step_065000,65000,clone_to_original,2,3,0.0003391321714933928
step_065000,65000,clone_to_original,2,4,0.00019701214524002762
step_065000,65000,clone_to_original,2,5,-0.0001198386286830043
step_065000,65000,clone_to_original,2,6,0.0007168661366711866
step_065000,65000,clone_to_original,2,7,-0.002400996985736194
step_065000,65000,clone_to_original,3,0,0.004279194651423274
step_065000,65000,clone_to_original,3,1,0.000990864929852185
step_065000,65000,clone_to_original,3,2,-0.00027943624032510296
step_065000,65000,clone_to_original,3,3,-0.0011261395505956701
step_065000,65000,clone_to_original,3,4,4.730890463064383e-05
step_065000,65000,clone_to_original,3,5,-0.00015175503653448982
step_065000,65000,clone_to_original,3,6,-0.0049224587174149246
step_065000,65000,clone_to_original,3,7,-0.0014105122368614953
step_065000,65000,clone_to_original,4,0,0.0028289851841625867
step_065000,65000,clone_to_original,4,1,0.006884309085639748
step_065000,65000,clone_to_original,4,2,0.0015213124386899107
step_065000,65000,clone_to_original,4,3,-0.0013665428032746186
step_065000,65000,clone_to_original,4,4,0.0013482103476653228
step_065000,65000,clone_to_original,4,5,0.002568888771641362
step_065000,65000,clone_to_original,4,6,0.0015369535566450239
step_065000,65000,clone_to_original,4,7,-0.0013313814326449556
step_065000,65000,clone_to_original,5,0,0.0006715311660422935
step_065000,65000,clone_to_original,5,1,-2.7274226283167934e-05
step_065000,65000,clone_to_original,5,2,0.014105333938254966
step_065000,65000,clone_to_original,5,3,0.0052873852016689545
step_065000,65000,clone_to_original,5,4,-0.00013197488612956828
step_065000,65000,clone_to_original,5,5,-0.002514456843470668
step_065000,65000,clone_to_original,5,6,0.0019469126924738153
step_065000,65000,clone_to_original,5,7,0.005594839920868745
step_065000,65000,clone_to_original,6,0,0.0011053165873965703
step_065000,65000,clone_to_original,6,1,0.005216234976106936
step_065000,65000,clone_to_original,6,2,0.0005646036551879333
step_065000,65000,clone_to_original,6,3,0.004386621015565889
step_065000,65000,clone_to_original,6,4,0.002189973990122477
step_065000,65000,clone_to_original,6,5,0.013717790981670757
step_065000,65000,clone_to_original,6,6,0.005327556047353659
step_065000,65000,clone_to_original,6,7,-0.003895062047082025
step_065000,65000,clone_to_original,7,0,0.004262279819797825
step_065000,65000,clone_to_original,7,1,-0.013611024027472144
step_065000,65000,clone_to_original,7,2,0.004829720333889798
step_065000,65000,clone_to_original,7,3,0.01804569014557847
step_065000,65000,clone_to_original,7,4,0.011501641960831376
step_065000,65000,clone_to_original,7,5,-0.0015274318488868507
step_065000,65000,clone_to_original,7,6,0.0032374332616995046
step_065000,65000,clone_to_original,7,7,0.0141547569283494
step_065000,65000,clone_to_original,8,0,0.009461194545299083
step_065000,65000,clone_to_original,8,1,0.00099103730004113
step_065000,65000,clone_to_original,8,2,-0.010269608583536234
step_065000,65000,clone_to_original,8,3,0.2185843645989358
step_065000,65000,clone_to_original,8,4,0.002242577505541277
step_065000,65000,clone_to_original,8,5,-0.01881106426049997
step_065000,65000,clone_to_original,8,6,0.001074395738206468
step_065000,65000,clone_to_original,8,7,-0.003784102899534208
step_065000,65000,clone_to_original,9,0,0.03698900583628062
step_065000,65000,clone_to_original,9,1,-0.0013570205585376636
step_065000,65000,clone_to_original,9,2,0.001125982752791396
step_065000,65000,clone_to_original,9,3,-0.003760769560530379
step_065000,65000,clone_to_original,9,4,0.0011967297072883124
step_065000,65000,clone_to_original,9,5,0.00020859961037163262
step_065000,65000,clone_to_original,9,6,0.006277489769566167
step_065000,65000,clone_to_original,9,7,-0.0010772605200071593
step_065000,65000,clone_to_original,10,0,-0.012562484891564996
step_065000,65000,clone_to_original,10,1,0.0571259534036791
step_065000,65000,clone_to_original,10,2,0.011523130777719858
step_065000,65000,clone_to_original,10,3,0.00839917348311828
step_065000,65000,clone_to_original,10,4,-0.0009317070514232189
step_065000,65000,clone_to_original,10,5,-0.003554305514773807
step_065000,65000,clone_to_original,10,6,0.004971109532021187
step_065000,65000,clone_to_original,10,7,-0.0010167805998174994
step_065000,65000,clone_to_original,11,0,-0.0005387357763341955
