checkpoint,step,direction,control,task,num_examples,mean_delta_ld
step_065000,65000,original_to_original,clean,object_relative,304,0.5947646733961607
step_065000,65000,original_to_original,opposite-number,object_relative,304,1.1607220298365543e-07
step_065000,65000,original_to_original,same-number-shuffled,object_relative,304,0.5771087345324064
step_065000,65000,original_to_original,opposite-number-shuffled,object_relative,304,0.00661823780913102
step_065000,65000,clone_to_clone,clean,object_relative,304,0.3665006270534114
step_065000,65000,clone_to_clone,opposite-number,object_relative,304,1.5999141492341694e-07
step_065000,65000,clone_to_clone,same-number-shuffled,object_relative,304,0.36934886166923925
step_065000,65000,clone_to_clone,opposite-number-shuffled,object_relative,304,-0.004568661514081453
step_065000,65000,original_to_clone,clean,object_relative,304,0.21557801648190147
step_065000,65000,original_to_clone,opposite-number,object_relative,304,0.2006314804679469
step_065000,65000,original_to_clone,same-number-shuffled,object_relative,304,0.21338045910785072
step_065000,65000,original_to_clone,opposite-number-shuffled,object_relative,304,0.19546027403128774
step_065000,65000,clone_to_original,clean,object_relative,304,0.42571571312452616
step_065000,65000,clone_to_original,opposite-number,object_relative,304,0.21814934830916555
step_065000,65000,clone_to_original,same-number-shuffled,object_relative,304,0.4251212493369454
step_065000,65000,clone_to_original,opposite-number-shuffled,object_relative,304,0.21743809235723396
best,77500,original_to_original,clean,object_relative,304,0.5464936683052465
best,77500,original_to_original,opposite-number,object_relative,304,-2.713579880563836e-07
best,77500,original_to_original,same-number-shuffled,object_relative,304,0.5332675231130499
best,77500,original_to_original,opposite-number-shuffled,object_relative,304,0.006294451261821546
best,77500,clone_to_clone,clean,object_relative,304,0.3933200679327312
best,77500,clone_to_clone,opposite-number,object_relative,304,1.552857850727282e-07
best,77500,clone_to_clone,same-number-shuffled,object_relative,304,0.395330033804241
best,77500,clone_to_clone,opposite-number-shuffled,object_relative,304,-0.007342379344137092
best,77500,original_to_clone,clean,object_relative,304,0.22272692542327077
best,77500,original_to_clone,opposite-number,object_relative,304,0.23043966607043617
best,77500,original_to_clone,same-number-shuffled,object_relative,304,0.21903731007325022
best,77500,original_to_clone,opposite-number-shuffled,object_relative,304,0.22404860195360685
best,77500,clone_to_original,clean,object_relative,304,0.4065998839704614
best,77500,clone_to_original,opposite-number,object_relative,304,0.18603978658977308
best,77500,clone_to_original,same-number-shuffled,object_relative,304,0.40514444520598963
best,77500,clone_to_original,opposite-number-shuffled,object_relative,304,0.18588590308239586
step_005000,5000,original_to_original,clean,subject_relative,288,0.00202003452512953
step_005000,5000,original_to_original,opposite-number,subject_relative,288,5.463759104410807e-08
step_005000,5000,original_to_original,same-number-shuffled,subject_relative,288,0.0008140388462278578
step_005000,5000,original_to_original,opposite-number-shuffled,subject_relative,288,-0.0012428032027350531
step_005000,5000,clone_to_clone,clean,subject_relative,288,0.027416835228602093
step_005000,5000,clone_to_clone,opposite-number,subject_relative,288,1.225206587049696e-07
step_005000,5000,clone_to_clone,same-number-shuffled,subject_relative,288,0.02701970438162486
step_005000,5000,clone_to_clone,opposite-number-shuffled,subject_relative,288,0.0006754928165011936
step_005000,5000,original_to_clone,clean,subject_relative,288,0.01263631714714898
step_005000,5000,original_to_clone,opposite-number,subject_relative,288,0.013986484871970283
step_005000,5000,original_to_clone,same-number-shuffled,subject_relative,288,0.012925767236285739
step_005000,5000,original_to_clone,opposite-number-shuffled,subject_relative,288,0.014023890097935995
step_005000,5000,clone_to_original,clean,subject_relative,288,0.003187449442015754
step_005000,5000,clone_to_original,opposite-number,subject_relative,288,-0.0013134396738476222
step_005000,5000,clone_to_original,same-number-shuffled,subject_relative,288,0.0034333020448684692
step_005000,5000,clone_to_original,opposite-number-shuffled,subject_relative,288,-0.0007948395278718737
step_015000,15000,original_to_original,clean,subject_relative,288,0.007078948948118422
step_015000,15000,original_to_original,opposite-number,subject_relative,288,1.241763432820638e-07
step_015000,15000,original_to_original,same-number-shuffled,subject_relative,288,0.007171092761887444
step_015000,15000,original_to_original,opposite-number-shuffled,subject_relative,288,0.002306868632634481
step_015000,15000,clone_to_clone,clean,subject_relative,288,0.3188713143269221
step_015000,15000,clone_to_clone,opposite-number,subject_relative,288,-1.556343502468533e-07
step_015000,15000,clone_to_clone,same-number-shuffled,subject_relative,288,0.3170030050807529
step_015000,15000,clone_to_clone,opposite-number-shuffled,subject_relative,288,0.011846782432662116
step_015000,15000,original_to_clone,clean,subject_relative,288,0.16801641219192082
step_015000,15000,original_to_clone,opposite-number,subject_relative,288,0.16958393984370762
step_015000,15000,original_to_clone,same-number-shuffled,subject_relative,288,0.1663578384452396
step_015000,15000,original_to_clone,opposite-number-shuffled,subject_relative,288,0.16779727737108865
step_015000,15000,clone_to_original,clean,subject_relative,288,0.02292711204952664
step_015000,15000,clone_to_original,opposite-number,subject_relative,288,-0.0195759783188502
step_015000,15000,clone_to_original,same-number-shuffled,subject_relative,288,0.02737231718169318
step_015000,15000,clone_to_original,opposite-number-shuffled,subject_relative,288,-0.019301778740353055
step_030000,30000,original_to_original,clean,subject_relative,288,0.1195730749103758
step_030000,30000,original_to_original,opposite-number,subject_relative,288,-1.1755360497368707e-07
step_030000,30000,original_to_original,same-number-shuffled,subject_relative,288,0.11498292121622297
step_030000,30000,original_to_original,opposite-number-shuffled,subject_relative,288,0.006495937705039978
step_030000,30000,clone_to_clone,clean,subject_relative,288,0.45659957495000625
step_030000,30000,clone_to_clone,opposite-number,subject_relative,288,1.25832027859158e-07
step_030000,30000,clone_to_clone,same-number-shuffled,subject_relative,288,0.4476207776202096
step_030000,30000,clone_to_clone,opposite-number-shuffled,subject_relative,288,0.01146251294347975
step_030000,30000,original_to_clone,clean,subject_relative,288,0.24310101899835798
step_030000,30000,original_to_clone,opposite-number,subject_relative,288,0.21228879855738747
step_030000,30000,original_to_clone,same-number-shuffled,subject_relative,288,0.24020934601624808
step_030000,30000,original_to_clone,opposite-number-shuffled,subject_relative,288,0.21487846473852792
step_030000,30000,clone_to_original,clean,subject_relative,288,0.14995009203751883
step_030000,30000,clone_to_original,opposite-number,subject_relative,288,-0.01676704486211141
step_030000,30000,clone_to_original,same-number-shuffled,subject_relative,288,0.1517665684223175
step_030000,30000,clone_to_original,opposite-number-shuffled,subject_relative,288,-0.018857639696862962
step_050000,50000,original_to_original,clean,subject_relative,288,0.5766110287772285
step_050000,50000,original_to_original,opposite-number,subject_relative,288,-2.930561701456706e-07
step_050000,50000,original_to_original,same-number-shuffled,subject_relative,288,0.56427929798762
step_050000,50000,original_to_original,opposite-number-shuffled,subject_relative,288,0.020643462737401325
step_050000,50000,clone_to_clone,clean,subject_relative,288,0.3837638265556759
step_050000,50000,clone_to_clone,opposite-number,subject_relative,288,3.361039691501194e-07
step_050000,50000,clone_to_clone,same-number-shuffled,subject_relative,288,0.3675783856047524
step_050000,50000,clone_to_clone,opposite-number-shuffled,subject_relative,288,0.028413800729645625
step_050000,50000,original_to_clone,clean,subject_relative,288,0.24040326144960192
step_050000,50000,original_to_clone,opposite-number,subject_relative,288,0.17053352958626217
step_050000,50000,original_to_clone,same-number-shuffled,subject_relative,288,0.2410254610909356
step_050000,50000,original_to_clone,opposite-number-shuffled,subject_relative,288,0.1721386197540495
step_050000,50000,clone_to_original,clean,subject_relative,288,0.3946903761890199
step_050000,50000,clone_to_original,opposite-number,subject_relative,288,0.2138453589545356
step_050000,50000,clone_to_original,same-number-shuffled,subject_relative,288,0.3962220930390888
step_050000,50000,clone_to_original,opposite-number-shuffled,subject_relative,288,0.21405535770787132
step_065000,65000,original_to_original,clean,subject_relative,288,0.7870283176501592
step_065000,65000,original_to_original,opposite-number,subject_relative,288,-1.142422358194987e-07
step_065000,65000,original_to_original,same-number-shuffled,subject_relative,288,0.7654709799422158
step_065000,65000,original_to_original,opposite-number-shuffled,subject_relative,288,0.019023160139719646
step_065000,65000,clone_to_clone,clean,subject_relative,288,0.48808938761552173
step_065000,65000,clone_to_clone,opposite-number,subject_relative,288,1.7053551144070096e-07
step_065000,65000,clone_to_clone,same-number-shuffled,subject_relative,288,0.47832104563713074
step_065000,65000,clone_to_clone,opposite-number-shuffled,subject_relative,288,0.0141253090567059
step_065000,65000,original_to_clone,clean,subject_relative,288,0.284938524166743
step_065000,65000,original_to_clone,opposite-number,subject_relative,288,0.2251074794265959
step_065000,65000,original_to_clone,same-number-shuffled,subject_relative,288,0.28251699606577557
step_065000,65000,original_to_clone,opposite-number-shuffled,subject_relative,288,0.22530734373463523
step_065000,65000,clone_to_original,clean,subject_relative,288,0.527669863568412
step_065000,65000,clone_to_original,opposite-number,subject_relative,288,0.2797660165362888
step_065000,65000,clone_to_original,same-number-shuffled,subject_relative,288,0.5269559919834137
step_065000,65000,clone_to_original,opposite-number-shuffled,subject_relative,288,0.2849723829163445
best,77500,original_to_original,clean,subject_relative,288,0.7610123886002435
best,77500,original_to_original,opposite-number,subject_relative,288,-6.953875223795573e-08
best,77500,original_to_original,same-number-shuffled,subject_relative,288,0.7439869940280914
best,77500,original_to_original,opposite-number-shuffled,subject_relative,288,0.019809785816404555
best,77500,clone_to_clone,clean,subject_relative,288,0.4998703963226742
best,77500,clone_to_clone,opposite-number,subject_relative,288,2.6490953233506943e-08
best,77500,clone_to_clone,same-number-shuffled,subject_relative,288,0.48572448558277553
best,77500,clone_to_clone,opposite-number-shuffled,subject_relative,288,0.01906236343913608
best,77500,original_to_clone,clean,subject_relative,288,0.2756245964103275
best,77500,original_to_clone,opposite-number,subject_relative,288,0.24643001125918496
best,77500,original_to_clone,same-number-shuffled,subject_relative,288,0.27320950395531124
best,77500,original_to_clone,opposite-number-shuffled,subject_relative,288,0.24541035460101235
best,77500,clone_to_original,clean,subject_relative,288,0.5153633339537514
best,77500,clone_to_original,opposite-number,subject_relative,288,0.26806745595402187
best,77500,clone_to_original,same-number-shuffled,subject_relative,288,0.5154801408449808
best,77500,clone_to_original,opposite-number-shuffled,subject_relative,288,0.2686273372835583
