checkpoint,step,direction,control,task,site,selection,num_examples,mean
step_015000,15000,original_to_original,opposite-number,object_relative,L11H0,dev_ranked,304,-0.002057768796619616
step_015000,15000,original_to_original,opposite-number,subject_relative,L8H3,pre_registered,288,0.0070788247717751395
step_015000,15000,original_to_original,opposite-number,subject_relative,L10H2,dev_ranked,288,0.001129519608285692
step_015000,15000,original_to_original,opposite-number,subject_relative,L9H0,dev_ranked,288,0.0024472508165571424
step_015000,15000,original_to_original,opposite-number,subject_relative,L11H7,dev_ranked,288,0.0019078006347020466
step_015000,15000,original_to_original,opposite-number,subject_relative,L8H0,dev_ranked,288,0.023917487925953336
step_015000,15000,original_to_original,opposite-number,subject_relative,L11H0,dev_ranked,288,-0.0016161021259095934
step_015000,15000,original_to_original,opposite-number-shuffled,pooled_distractor,L8H3,pre_registered,888,0.004496735495489997
step_015000,15000,original_to_original,opposite-number-shuffled,pooled_distractor,L10H2,dev_ranked,888,0.0024464909020844882
step_015000,15000,original_to_original,opposite-number-shuffled,pooled_distractor,L9H0,dev_ranked,888,0.0010896228455208443
step_015000,15000,original_to_original,opposite-number-shuffled,pooled_distractor,L11H7,dev_ranked,888,0.0002776287697456978
step_015000,15000,original_to_original,opposite-number-shuffled,pooled_distractor,L8H0,dev_ranked,888,0.02721412922884967
step_015000,15000,original_to_original,opposite-number-shuffled,pooled_distractor,L11H0,dev_ranked,888,0.0022821174011574135
step_015000,15000,original_to_original,opposite-number-shuffled,simple,L8H3,pre_registered,392,-0.004564490853523721
step_015000,15000,original_to_original,opposite-number-shuffled,simple,L10H2,dev_ranked,392,0.0016547040063507703
step_015000,15000,original_to_original,opposite-number-shuffled,simple,L9H0,dev_ranked,392,0.00276160970026133
step_015000,15000,original_to_original,opposite-number-shuffled,simple,L11H7,dev_ranked,392,0.002560757860845449
step_015000,15000,original_to_original,opposite-number-shuffled,simple,L8H0,dev_ranked,392,0.0013301603648127342
step_015000,15000,original_to_original,opposite-number-shuffled,simple,L11H0,dev_ranked,392,-0.0016877930991503658
step_015000,15000,original_to_original,opposite-number-shuffled,pp_attractor,L8H3,pre_registered,296,0.006620829169814651
step_015000,15000,original_to_original,opposite-number-shuffled,pp_attractor,L10H2,dev_ranked,296,0.004091928134093413
step_015000,15000,original_to_original,opposite-number-shuffled,pp_attractor,L9H0,dev_ranked,296,0.001057531382586505
step_015000,15000,original_to_original,opposite-number-shuffled,pp_attractor,L11H7,dev_ranked,296,-0.002557778680646742
step_015000,15000,original_to_original,opposite-number-shuffled,pp_attractor,L8H0,dev_ranked,296,0.03912512515042279
step_015000,15000,original_to_original,opposite-number-shuffled,pp_attractor,L11H0,dev_ranked,296,0.008533158817806759
step_015000,15000,original_to_original,opposite-number-shuffled,object_relative,L8H3,pre_registered,304,0.0021676860357585704
step_015000,15000,original_to_original,opposite-number-shuffled,object_relative,L10H2,dev_ranked,304,0.00047439179922405044
step_015000,15000,original_to_original,opposite-number-shuffled,object_relative,L9H0,dev_ranked,304,0.0001741694776635421
step_015000,15000,original_to_original,opposite-number-shuffled,object_relative,L11H7,dev_ranked,304,0.00047521528444792097
step_015000,15000,original_to_original,opposite-number-shuffled,object_relative,L8H0,dev_ranked,304,0.012983344103160658
step_015000,15000,original_to_original,opposite-number-shuffled,object_relative,L11H0,dev_ranked,304,-0.0006570078824695788
step_015000,15000,original_to_original,opposite-number-shuffled,subject_relative,L8H3,pre_registered,288,0.004772080315483941
step_015000,15000,original_to_original,opposite-number-shuffled,subject_relative,L10H2,dev_ranked,288,0.002837007244427999
step_015000,15000,original_to_original,opposite-number-shuffled,subject_relative,L9H0,dev_ranked,288,0.0020889176262749564
step_015000,15000,original_to_original,opposite-number-shuffled,subject_relative,L11H7,dev_ranked,288,0.002983233994907803
step_015000,15000,original_to_original,opposite-number-shuffled,subject_relative,L8H0,dev_ranked,288,0.02999365660879347
step_015000,15000,original_to_original,opposite-number-shuffled,subject_relative,L11H0,dev_ranked,288,-0.0010401540332370335
step_015000,15000,clone_to_clone,opposite-number,pooled_distractor,L8H3,pre_registered,888,0.3502789402867223
step_015000,15000,clone_to_clone,opposite-number,pooled_distractor,L10H2,dev_ranked,888,0.015090115435488589
step_015000,15000,clone_to_clone,opposite-number,pooled_distractor,L9H0,dev_ranked,888,0.014863640338450938
step_015000,15000,clone_to_clone,opposite-number,pooled_distractor,L11H7,dev_ranked,888,-0.010527775094315812
step_015000,15000,clone_to_clone,opposite-number,pooled_distractor,L8H0,dev_ranked,888,-0.001993137973922867
step_015000,15000,clone_to_clone,opposite-number,pooled_distractor,L11H0,dev_ranked,888,-0.001502784522804054
step_015000,15000,clone_to_clone,opposite-number,simple,L8H3,pre_registered,392,0.2453682945699108
step_015000,15000,clone_to_clone,opposite-number,simple,L10H2,dev_ranked,392,0.021562822011052345
step_015000,15000,clone_to_clone,opposite-number,simple,L9H0,dev_ranked,392,0.00031881308069034496
step_015000,15000,clone_to_clone,opposite-number,simple,L11H7,dev_ranked,392,-0.011989994924895617
step_015000,15000,clone_to_clone,opposite-number,simple,L8H0,dev_ranked,392,-7.403991660293267e-05
step_015000,15000,clone_to_clone,opposite-number,simple,L11H0,dev_ranked,392,-0.0015147681138953384
step_015000,15000,clone_to_clone,opposite-number,pp_attractor,L8H3,pre_registered,296,0.4052471454079087
step_015000,15000,clone_to_clone,opposite-number,pp_attractor,L10H2,dev_ranked,296,0.021319780800793622
step_015000,15000,clone_to_clone,opposite-number,pp_attractor,L9H0,dev_ranked,296,0.012105655025791478
step_015000,15000,clone_to_clone,opposite-number,pp_attractor,L11H7,dev_ranked,296,-0.008027302252279746
step_015000,15000,clone_to_clone,opposite-number,pp_attractor,L8H0,dev_ranked,296,-0.002356426135913746
step_015000,15000,clone_to_clone,opposite-number,pp_attractor,L11H0,dev_ranked,296,-0.001820544938783388
step_015000,15000,clone_to_clone,opposite-number,object_relative,L8H3,pre_registered,304,0.3265117124507302
step_015000,15000,clone_to_clone,opposite-number,object_relative,L10H2,dev_ranked,304,0.011756476603056254
step_015000,15000,clone_to_clone,opposite-number,object_relative,L9H0,dev_ranked,304,0.0402502997925407
step_015000,15000,clone_to_clone,opposite-number,object_relative,L11H7,dev_ranked,304,-0.012461081931465551
step_015000,15000,clone_to_clone,opposite-number,object_relative,L8H0,dev_ranked,304,0.00014419932114450554
step_015000,15000,clone_to_clone,opposite-number,object_relative,L11H0,dev_ranked,304,-0.0014197967554393568
step_015000,15000,clone_to_clone,opposite-number,subject_relative,L8H3,pre_registered,288,0.31887146996127236
step_015000,15000,clone_to_clone,opposite-number,subject_relative,L10H2,dev_ranked,288,0.01220624479982588
step_015000,15000,clone_to_clone,opposite-number,subject_relative,L9H0,dev_ranked,288,-0.009098793069521586
step_015000,15000,clone_to_clone,opposite-number,subject_relative,L11H7,dev_ranked,288,-0.01105699274275038
step_015000,15000,clone_to_clone,opposite-number,subject_relative,L8H0,dev_ranked,288,-0.003875836730003357
step_015000,15000,clone_to_clone,opposite-number,subject_relative,L11H0,dev_ranked,288,-0.0012637956274880304
step_015000,15000,clone_to_clone,opposite-number-shuffled,pooled_distractor,L8H3,pre_registered,888,0.3495509425799052
step_015000,15000,clone_to_clone,opposite-number-shuffled,pooled_distractor,L10H2,dev_ranked,888,0.018667830003274453
step_015000,15000,clone_to_clone,opposite-number-shuffled,pooled_distractor,L9H0,dev_ranked,888,0.010575537209038262
step_015000,15000,clone_to_clone,opposite-number-shuffled,pooled_distractor,L11H7,dev_ranked,888,-0.009749035577516298
step_015000,15000,clone_to_clone,opposite-number-shuffled,pooled_distractor,L8H0,dev_ranked,888,0.0008865696889860136
step_015000,15000,clone_to_clone,opposite-number-shuffled,pooled_distractor,L11H0,dev_ranked,888,-0.0013832224381936562
step_015000,15000,clone_to_clone,opposite-number-shuffled,simple,L8H3,pre_registered,392,0.24510117939540318
step_015000,15000,clone_to_clone,opposite-number-shuffled,simple,L10H2,dev_ranked,392,0.02452063682127972
step_015000,15000,clone_to_clone,opposite-number-shuffled,simple,L9H0,dev_ranked,392,0.0004047325679234096
step_015000,15000,clone_to_clone,opposite-number-shuffled,simple,L11H7,dev_ranked,392,-0.015108053781548324
step_015000,15000,clone_to_clone,opposite-number-shuffled,simple,L8H0,dev_ranked,392,0.0021233777610623105
step_015000,15000,clone_to_clone,opposite-number-shuffled,simple,L11H0,dev_ranked,392,-0.0011948760674924267
step_015000,15000,clone_to_clone,opposite-number-shuffled,pp_attractor,L8H3,pre_registered,296,0.39907292739765066
step_015000,15000,clone_to_clone,opposite-number-shuffled,pp_attractor,L10H2,dev_ranked,296,0.02407100232871803
step_015000,15000,clone_to_clone,opposite-number-shuffled,pp_attractor,L9H0,dev_ranked,296,0.01168825658592018
step_015000,15000,clone_to_clone,opposite-number-shuffled,pp_attractor,L11H7,dev_ranked,296,-0.005402552114950644
step_015000,15000,clone_to_clone,opposite-number-shuffled,pp_attractor,L8H0,dev_ranked,296,0.001337794033256737
step_015000,15000,clone_to_clone,opposite-number-shuffled,pp_attractor,L11H0,dev_ranked,296,-0.0023516110471777014
step_015000,15000,clone_to_clone,opposite-number-shuffled,object_relative,L8H3,pre_registered,304,0.34162034643323796
step_015000,15000,clone_to_clone,opposite-number-shuffled,object_relative,L10H2,dev_ranked,304,0.016252404765078898
step_015000,15000,clone_to_clone,opposite-number-shuffled,object_relative,L9H0,dev_ranked,304,0.03338265105297691
step_015000,15000,clone_to_clone,opposite-number-shuffled,object_relative,L11H7,dev_ranked,304,-0.012646204546878212
step_015000,15000,clone_to_clone,opposite-number-shuffled,object_relative,L8H0,dev_ranked,304,0.0038326461064188103
step_015000,15000,clone_to_clone,opposite-number-shuffled,object_relative,L11H0,dev_ranked,304,-0.0006090324175985236
step_015000,15000,clone_to_clone,opposite-number-shuffled,subject_relative,L8H3,pre_registered,288,0.30702453189426
step_015000,15000,clone_to_clone,opposite-number-shuffled,subject_relative,L10H2,dev_ranked,288,0.01566418508688609
step_015000,15000,clone_to_clone,opposite-number-shuffled,subject_relative,L9H0,dev_ranked,288,-0.01464226676358117
step_015000,15000,clone_to_clone,opposite-number-shuffled,subject_relative,L11H7,dev_ranked,288,-0.011158131890826754
step_015000,15000,clone_to_clone,opposite-number-shuffled,subject_relative,L8H0,dev_ranked,288,-0.002686935994360182
step_015000,15000,clone_to_clone,opposite-number-shuffled,subject_relative,L11H0,dev_ranked,288,-0.0012051347229215833
step_015000,15000,original_to_clone,opposite-number,pooled_distractor,L8H3,pre_registered,888,-0.002317113382322294
step_015000,15000,original_to_clone,opposite-number,pooled_distractor,L10H2,dev_ranked,888,0.003943515790475381
step_015000,15000,original_to_clone,opposite-number,pooled_distractor,L9H0,dev_ranked,888,0.00319736605291968
step_015000,15000,original_to_clone,opposite-number,pooled_distractor,L11H7,dev_ranked,888,-0.0002070439828408731
step_015000,15000,original_to_clone,opposite-number,pooled_distractor,L8H0,dev_ranked,888,0.006273469409427127
step_015000,15000,original_to_clone,opposite-number,pooled_distractor,L11H0,dev_ranked,888,0.002294049069688127
step_015000,15000,original_to_clone,opposite-number,simple,L8H3,pre_registered,392,-0.006273409541772336
step_015000,15000,original_to_clone,opposite-number,simple,L10H2,dev_ranked,392,-0.00015417410402881855
step_015000,15000,original_to_clone,opposite-number,simple,L9H0,dev_ranked,392,-0.0013397761753627232
step_015000,15000,original_to_clone,opposite-number,simple,L11H7,dev_ranked,392,-0.005803142275129046
step_015000,15000,original_to_clone,opposite-number,simple,L8H0,dev_ranked,392,0.00046632849440282707
step_015000,15000,original_to_clone,opposite-number,simple,L11H0,dev_ranked,392,-0.0019591852110259385
step_015000,15000,original_to_clone,opposite-number,pp_attractor,L8H3,pre_registered,296,-0.0043794786607896955
step_015000,15000,original_to_clone,opposite-number,pp_attractor,L10H2,dev_ranked,296,0.001607089429288297
step_015000,15000,original_to_clone,opposite-number,pp_attractor,L9H0,dev_ranked,296,0.00023132079356425516
step_015000,15000,original_to_clone,opposite-number,pp_attractor,L11H7,dev_ranked,296,-0.00039163151302853147
step_015000,15000,original_to_clone,opposite-number,pp_attractor,L8H0,dev_ranked,296,0.007347430731799151
step_015000,15000,original_to_clone,opposite-number,pp_attractor,L11H0,dev_ranked,296,0.0034319806743312526
step_015000,15000,original_to_clone,opposite-number,object_relative,L8H3,pre_registered,304,-0.0010191547243218672
step_015000,15000,original_to_clone,opposite-number,object_relative,L10H2,dev_ranked,304,0.003918349742889404
step_015000,15000,original_to_clone,opposite-number,object_relative,L9H0,dev_ranked,304,0.0015300637797305459
step_015000,15000,original_to_clone,opposite-number,object_relative,L11H7,dev_ranked,304,-0.0007965909807305587
step_015000,15000,original_to_clone,opposite-number,object_relative,L8H0,dev_ranked,304,0.005283324342024953
step_015000,15000,original_to_clone,opposite-number,object_relative,L11H0,dev_ranked,304,0.000850128500085128
step_015000,15000,original_to_clone,opposite-number,subject_relative,L8H3,pre_registered,288,-0.0015675276517868042
step_015000,15000,original_to_clone,opposite-number,subject_relative,L10H2,dev_ranked,288,0.006371407045258416
step_015000,15000,original_to_clone,opposite-number,subject_relative,L9H0,dev_ranked,288,0.008005731635623507
step_015000,15000,original_to_clone,opposite-number,subject_relative,L11H7,dev_ranked,288,0.0006049705876244439
step_015000,15000,original_to_clone,opposite-number,subject_relative,L8H0,dev_ranked,288,0.006214828954802619
step_015000,15000,original_to_clone,opposite-number,subject_relative,L11H0,dev_ranked,288,0.0026486466328303018
step_015000,15000,original_to_clone,opposite-number-shuffled,pooled_distractor,L8H3,pre_registered,888,-0.0013562478460707105
step_015000,15000,original_to_clone,opposite-number-shuffled,pooled_distractor,L10H2,dev_ranked,888,0.005812541321591214
step_015000,15000,original_to_clone,opposite-number-shuffled,pooled_distractor,L9H0,dev_ranked,888,0.002980368094401317
step_015000,15000,original_to_clone,opposite-number-shuffled,pooled_distractor,L11H7,dev_ranked,888,0.00017407724449226448
step_015000,15000,original_to_clone,opposite-number-shuffled,pooled_distractor,L8H0,dev_ranked,888,0.0070241909843307354
step_015000,15000,original_to_clone,opposite-number-shuffled,pooled_distractor,L11H0,dev_ranked,888,0.002069458768174455
step_015000,15000,original_to_clone,opposite-number-shuffled,simple,L8H3,pre_registered,392,-0.009958454540797643
step_015000,15000,original_to_clone,opposite-number-shuffled,simple,L10H2,dev_ranked,392,-9.282511107775629e-05
step_015000,15000,original_to_clone,opposite-number-shuffled,simple,L9H0,dev_ranked,392,-0.0009442738124302455
step_015000,15000,original_to_clone,opposite-number-shuffled,simple,L11H7,dev_ranked,392,-0.005848562230869215
step_015000,15000,original_to_clone,opposite-number-shuffled,simple,L8H0,dev_ranked,392,0.0005323254332250478
step_015000,15000,original_to_clone,opposite-number-shuffled,simple,L11H0,dev_ranked,392,-0.0008697157003441636
step_015000,15000,original_to_clone,opposite-number-shuffled,pp_attractor,L8H3,pre_registered,296,-0.0042202263265042695
step_015000,15000,original_to_clone,opposite-number-shuffled,pp_attractor,L10H2,dev_ranked,296,0.0025000749407587826
step_015000,15000,original_to_clone,opposite-number-shuffled,pp_attractor,L9H0,dev_ranked,296,7.709780254879513e-05
step_015000,15000,original_to_clone,opposite-number-shuffled,pp_attractor,L11H7,dev_ranked,296,-0.002235697733389365
step_015000,15000,original_to_clone,opposite-number-shuffled,pp_attractor,L8H0,dev_ranked,296,0.007060266829825737
step_015000,15000,original_to_clone,opposite-number-shuffled,pp_attractor,L11H0,dev_ranked,296,0.0005217049572918866
step_015000,15000,original_to_clone,opposite-number-shuffled,object_relative,L8H3,pre_registered,304,-6.01050100828472e-05
step_015000,15000,original_to_clone,opposite-number-shuffled,object_relative,L10H2,dev_ranked,304,0.00673889486413253
step_015000,15000,original_to_clone,opposite-number-shuffled,object_relative,L9H0,dev_ranked,304,0.0017196096872028551
step_015000,15000,original_to_clone,opposite-number-shuffled,object_relative,L11H7,dev_ranked,304,0.0010671646971451608
step_015000,15000,original_to_clone,opposite-number-shuffled,object_relative,L8H0,dev_ranked,304,0.005366411648298565
step_015000,15000,original_to_clone,opposite-number-shuffled,object_relative,L11H0,dev_ranked,304,0.002994044830924586
step_015000,15000,original_to_clone,opposite-number-shuffled,subject_relative,L8H3,pre_registered,288,0.00021913482083214654
step_015000,15000,original_to_clone,opposite-number-shuffled,subject_relative,L10H2,dev_ranked,288,0.008239203029208712
step_015000,15000,original_to_clone,opposite-number-shuffled,subject_relative,L9H0,dev_ranked,288,0.0072950853241814505
step_015000,15000,original_to_clone,opposite-number-shuffled,subject_relative,L11H7,dev_ranked,288,0.001708086993959215
step_015000,15000,original_to_clone,opposite-number-shuffled,subject_relative,L8H0,dev_ranked,288,0.008736991220050387
step_015000,15000,original_to_clone,opposite-number-shuffled,subject_relative,L11H0,dev_ranked,288,0.0026842537853452894
step_015000,15000,clone_to_original,opposite-number,pooled_distractor,L8H3,pre_registered,888,0.044432360309738295
step_015000,15000,clone_to_original,opposite-number,pooled_distractor,L10H2,dev_ranked,888,7.16453199988013e-05
step_015000,15000,clone_to_original,opposite-number,pooled_distractor,L9H0,dev_ranked,888,-0.0024873904279760412
step_015000,15000,clone_to_original,opposite-number,pooled_distractor,L11H7,dev_ranked,888,0.003152263594103289
step_015000,15000,clone_to_original,opposite-number,pooled_distractor,L8H0,dev_ranked,888,0.0033332630320712254
step_015000,15000,clone_to_original,opposite-number,pooled_distractor,L11H0,dev_ranked,888,-0.002597423824104103
step_015000,15000,clone_to_original,opposite-number,simple,L8H3,pre_registered,392,0.024050942489079068
step_015000,15000,clone_to_original,opposite-number,simple,L10H2,dev_ranked,392,-0.0050216475311590705
step_015000,15000,clone_to_original,opposite-number,simple,L9H0,dev_ranked,392,-0.0001519662993294852
step_015000,15000,clone_to_original,opposite-number,simple,L11H7,dev_ranked,392,-0.00035395305983874263
step_015000,15000,clone_to_original,opposite-number,simple,L8H0,dev_ranked,392,0.017186265818926752
step_015000,15000,clone_to_original,opposite-number,simple,L11H0,dev_ranked,392,-0.0009773045170063876
step_015000,15000,clone_to_original,opposite-number,pp_attractor,L8H3,pre_registered,296,0.04324226121644716
step_015000,15000,clone_to_original,opposite-number,pp_attractor,L10H2,dev_ranked,296,-0.0035391353272102976
step_015000,15000,clone_to_original,opposite-number,pp_attractor,L9H0,dev_ranked,296,-0.0020071251972301586
step_015000,15000,clone_to_original,opposite-number,pp_attractor,L11H7,dev_ranked,296,0.002448003034333925
step_015000,15000,clone_to_original,opposite-number,pp_attractor,L8H0,dev_ranked,296,0.004790897304947312
step_015000,15000,clone_to_original,opposite-number,pp_attractor,L11H0,dev_ranked,296,-0.0043111121332323225
step_015000,15000,clone_to_original,opposite-number,object_relative,L8H3,pre_registered,304,0.04741887042396947
step_015000,15000,clone_to_original,opposite-number,object_relative,L10H2,dev_ranked,304,0.0040701345393532205
step_015000,15000,clone_to_original,opposite-number,object_relative,L9H0,dev_ranked,304,-0.004718479357267681
step_015000,15000,clone_to_original,opposite-number,object_relative,L11H7,dev_ranked,304,0.004377567454388267
step_015000,15000,clone_to_original,opposite-number,object_relative,L8H0,dev_ranked,304,0.004502895631288227
step_015000,15000,clone_to_original,opposite-number,object_relative,L11H0,dev_ranked,304,-0.0005612859600468686
step_015000,15000,clone_to_original,opposite-number,subject_relative,L8H3,pre_registered,288,0.042503090368376836
step_015000,15000,clone_to_original,opposite-number,subject_relative,L10H2,dev_ranked,288,-0.00043790207968817814
step_015000,15000,clone_to_original,opposite-number,subject_relative,L9H0,dev_ranked,288,-0.0006259580453236898
step_015000,15000,clone_to_original,opposite-number,subject_relative,L11H7,dev_ranked,288,0.002582710650232103
step_015000,15000,clone_to_original,opposite-number,subject_relative,L8H0,dev_ranked,288,0.0006005267302195231
step_015000,15000,clone_to_original,opposite-number,subject_relative,L11H0,dev_ranked,288,-0.00298538969622718
step_015000,15000,clone_to_original,opposite-number-shuffled,pooled_distractor,L8H3,pre_registered,888,0.04640172945486533
step_015000,15000,clone_to_original,opposite-number-shuffled,pooled_distractor,L10H2,dev_ranked,888,0.0009007416329942307
step_015000,15000,clone_to_original,opposite-number-shuffled,pooled_distractor,L9H0,dev_ranked,888,-0.0030917095708417465
step_015000,15000,clone_to_original,opposite-number-shuffled,pooled_distractor,L11H7,dev_ranked,888,0.00314018371942881
step_015000,15000,clone_to_original,opposite-number-shuffled,pooled_distractor,L8H0,dev_ranked,888,0.0032164164491601892
step_015000,15000,clone_to_original,opposite-number-shuffled,pooled_distractor,L11H0,dev_ranked,888,-0.0028297315846692334
step_015000,15000,clone_to_original,opposite-number-shuffled,simple,L8H3,pre_registered,392,0.02280854084053818
step_015000,15000,clone_to_original,opposite-number-shuffled,simple,L10H2,dev_ranked,392,-0.006164441303331025
step_015000,15000,clone_to_original,opposite-number-shuffled,simple,L9H0,dev_ranked,392,-9.651451694722078e-05
step_015000,15000,clone_to_original,opposite-number-shuffled,simple,L11H7,dev_ranked,392,-0.0011041456339310628
step_015000,15000,clone_to_original,opposite-number-shuffled,simple,L8H0,dev_ranked,392,0.022878806201779112
step_015000,15000,clone_to_original,opposite-number-shuffled,simple,L11H0,dev_ranked,392,0.0007051898508655781
step_015000,15000,clone_to_original,opposite-number-shuffled,pp_attractor,L8H3,pre_registered,296,0.04382733879862605
step_015000,15000,clone_to_original,opposite-number-shuffled,pp_attractor,L10H2,dev_ranked,296,0.0033319334726075868
step_015000,15000,clone_to_original,opposite-number-shuffled,pp_attractor,L9H0,dev_ranked,296,-0.0006174090746286753
step_015000,15000,clone_to_original,opposite-number-shuffled,pp_attractor,L11H7,dev_ranked,296,0.0033610543689212282
step_015000,15000,clone_to_original,opposite-number-shuffled,pp_attractor,L8H0,dev_ranked,296,0.009759894899419835
step_015000,15000,clone_to_original,opposite-number-shuffled,pp_attractor,L11H0,dev_ranked,296,-0.005877691346245843
step_015000,15000,clone_to_original,opposite-number-shuffled,object_relative,L8H3,pre_registered,304,0.0528615885659268
step_015000,15000,clone_to_original,opposite-number-shuffled,object_relative,L10H2,dev_ranked,304,0.005369507952740318
step_015000,15000,clone_to_original,opposite-number-shuffled,object_relative,L9H0,dev_ranked,304,-0.009911168562738519
step_015000,15000,clone_to_original,opposite-number-shuffled,object_relative,L11H7,dev_ranked,304,0.003009606348840814
step_015000,15000,clone_to_original,opposite-number-shuffled,object_relative,L8H0,dev_ranked,304,0.0028132561006044086
step_015000,15000,clone_to_original,opposite-number-shuffled,object_relative,L11H0,dev_ranked,304,-0.001357429905941612
step_015000,15000,clone_to_original,opposite-number-shuffled,subject_relative,L8H3,pre_registered,288,0.042228890789879694
step_015000,15000,clone_to_original,opposite-number-shuffled,subject_relative,L10H2,dev_ranked,288,-0.006315014428562588
step_015000,15000,clone_to_original,opposite-number-shuffled,subject_relative,L9H0,dev_ranked,288,0.0015635771883858575
step_015000,15000,clone_to_original,opposite-number-shuffled,subject_relative,L11H7,dev_ranked,288,0.0030510094430711535
step_015000,15000,clone_to_original,opposite-number-shuffled,subject_relative,L8H0,dev_ranked,288,-0.0030832671456866795
step_015000,15000,clone_to_original,opposite-number-shuffled,subject_relative,L11H0,dev_ranked,288,-0.001251202490594652
step_030000,30000,original_to_original,opposite-number,pooled_distractor,L8H3,pre_registered,888,0.1516486374107567
step_030000,30000,original_to_original,opposite-number,pooled_distractor,L10H2,dev_ranked,888,-0.0008146666191719674
step_030000,30000,original_to_original,opposite-number,pooled_distractor,L9H0,dev_ranked,888,0.006940597886437768
step_030000,30000,original_to_original,opposite-number,pooled_distractor,L11H7,dev_ranked,888,0.0004772774808041684
step_030000,30000,original_to_original,opposite-number,pooled_distractor,L8H0,dev_ranked,888,0.14693172933819057
step_030000,30000,original_to_original,opposite-number,pooled_distractor,L11H0,dev_ranked,888,0.0050100823780437845
step_030000,30000,original_to_original,opposite-number,simple,L8H3,pre_registered,392,0.027468560909738347
step_030000,30000,original_to_original,opposite-number,simple,L10H2,dev_ranked,392,0.0008549933530846421
step_030000,30000,original_to_original,opposite-number,simple,L9H0,dev_ranked,392,0.005000656964827557
step_030000,30000,original_to_original,opposite-number,simple,L11H7,dev_ranked,392,0.004816196402724908
step_030000,30000,original_to_original,opposite-number,simple,L8H0,dev_ranked,392,-0.008304737052138971
step_030000,30000,original_to_original,opposite-number,simple,L11H0,dev_ranked,392,-0.006979117588121064
step_030000,30000,original_to_original,opposite-number,pp_attractor,L8H3,pre_registered,296,0.15564406884683146
step_030000,30000,original_to_original,opposite-number,pp_attractor,L10H2,dev_ranked,296,-0.0031779553439166093
step_030000,30000,original_to_original,opposite-number,pp_attractor,L9H0,dev_ranked,296,0.005088039346643396
step_030000,30000,original_to_original,opposite-number,pp_attractor,L11H7,dev_ranked,296,0.00253364846513078
step_030000,30000,original_to_original,opposite-number,pp_attractor,L8H0,dev_ranked,296,0.21030588891055133
step_030000,30000,original_to_original,opposite-number,pp_attractor,L11H0,dev_ranked,296,-0.00010124412742820946
step_030000,30000,original_to_original,opposite-number,object_relative,L8H3,pre_registered,304,0.17814561254099795
step_030000,30000,original_to_original,opposite-number,object_relative,L10H2,dev_ranked,304,0.0022799827550586903
step_030000,30000,original_to_original,opposite-number,object_relative,L9H0,dev_ranked,304,0.0030739699539385342
step_030000,30000,original_to_original,opposite-number,object_relative,L11H7,dev_ranked,304,-0.0008401698187777871
step_030000,30000,original_to_original,opposite-number,object_relative,L8H0,dev_ranked,304,0.08184715007480822
step_030000,30000,original_to_original,opposite-number,object_relative,L11H0,dev_ranked,304,0.006235660691010325
step_030000,30000,original_to_original,opposite-number,subject_relative,L8H3,pre_registered,288,0.11957319246398078
step_030000,30000,original_to_original,opposite-number,subject_relative,L10H2,dev_ranked,288,-0.0016523053248723347
step_030000,30000,original_to_original,opposite-number,subject_relative,L9H0,dev_ranked,288,0.012926056981086731
step_030000,30000,original_to_original,opposite-number,subject_relative,L11H7,dev_ranked,288,-0.00024557610352834064
step_030000,30000,original_to_original,opposite-number,subject_relative,L8H0,dev_ranked,288,0.1504975656668345
step_030000,30000,original_to_original,opposite-number,subject_relative,L11H0,dev_ranked,288,0.008969724178314209
step_030000,30000,original_to_original,opposite-number-shuffled,pooled_distractor,L8H3,pre_registered,888,0.15055989413648038
step_030000,30000,original_to_original,opposite-number-shuffled,pooled_distractor,L10H2,dev_ranked,888,0.001459353678935283
step_030000,30000,original_to_original,opposite-number-shuffled,pooled_distractor,L9H0,dev_ranked,888,0.006288925269702534
step_030000,30000,original_to_original,opposite-number-shuffled,pooled_distractor,L11H7,dev_ranked,888,0.0037514884192664344
step_030000,30000,original_to_original,opposite-number-shuffled,pooled_distractor,L8H0,dev_ranked,888,0.1499996609515972
step_030000,30000,original_to_original,opposite-number-shuffled,pooled_distractor,L11H0,dev_ranked,888,0.007621071897111497
step_030000,30000,original_to_original,opposite-number-shuffled,simple,L8H3,pre_registered,392,0.027121421025723826
step_030000,30000,original_to_original,opposite-number-shuffled,simple,L10H2,dev_ranked,392,0.000916006613750847
step_030000,30000,original_to_original,opposite-number-shuffled,simple,L9H0,dev_ranked,392,0.00623197214944022
step_030000,30000,original_to_original,opposite-number-shuffled,simple,L11H7,dev_ranked,392,0.005965217035643908
step_030000,30000,original_to_original,opposite-number-shuffled,simple,L8H0,dev_ranked,392,-0.0075787390981401715
step_030000,30000,original_to_original,opposite-number-shuffled,simple,L11H0,dev_ranked,392,-0.007113273046454605
step_030000,30000,original_to_original,opposite-number-shuffled,pp_attractor,L8H3,pre_registered,296,0.1590774300936106
step_030000,30000,original_to_original,opposite-number-shuffled,pp_attractor,L10H2,dev_ranked,296,0.002364630634720261
step_030000,30000,original_to_original,opposite-number-shuffled,pp_attractor,L9H0,dev_ranked,296,0.005571201040938094
step_030000,30000,original_to_original,opposite-number-shuffled,pp_attractor,L11H7,dev_ranked,296,0.0057486440684344315
step_030000,30000,original_to_original,opposite-number-shuffled,pp_attractor,L8H0,dev_ranked,296,0.20460980486225439
